4	1	10	212	1250
4	3	10	170	1050
2	1	10	179	1000
2	5	0	249	1150
3	4	0	315	1259
3	3	10	110	1175
8	3	10	197	650
3	5	0	152	1000
5	7	10	944	1560
2	5	10	443	1750
1	2	10	195	1559
1	3	10	241	640
3	4	10	135	1719
4	2	10	300	2040
4	3	10	113	1850
3	3	0	178	1882
2	1	0	140	1250
13	7	10	404	188
3	6	0	453	1657
6	4	10	267	740
3	7	10	126	870
3	5	10	222	1750
5	4	0	157	1486
6	5	10	256	2750
4	4	10	193	1050
5	4	0	1000	1750
2	3	10	152	1770
5	4	0	144	1172
6	5	10	207	1809
10	5	10	105	1250
3	5	10	178	700
3	6	10	369	843
1	5	10	782	58322
2	5	10	178	1075
5	5	0	351	2000
5	5	10	265	425
5	6	0	252	1111
1	2	10	59	1379
5	1	0	140	670
3	3	10	126	1110
4	3	10	296	35
2	6	10	200	1750
3	5	0	266	819
6	1	10	50	855
2	3	0	252	1511
4	3	0	331	1000
1	5	10	171	1270
6	5	10	140	1000
1	6	10	255	1956
4	4	0	77	2000
6	3	10	184	940
2	3	10	86	1400
5	3	10	267	1000
4	5	10	277	50
4	3	10	331	315
4	4	10	427	870
7	1	10	108	925
4	5	10	215	1000
4	2	10	303	1250
4	3	0	68	2250
4	3	0	346	921
4	5	10	343	1150
5	5	0	331	1050
3	7	10	194	825
3	7	0	306	867
1	3	10	39	925
3	5	10	163	1585
2	1	10	215	1750
3	1	0	379	1000
5	3	0	274	1750
8	3	10	85	690
5	4	10	161	1400
5	4	10	261	153478
3	4	10	118	250
3	5	10	259	515
5	5	0	902	1000
5	5	10	48	300
4	4	0	268	2750
5	7	10	197	1000
3	3	10	138	775
1	4	10	263	1365
2	5	10	147	604
9	1	0	114	1100
1	3	10	343	1080
5	5	10	554	1850
6	1	10	163	1000
4	4	10	109	900
4	3	0	934	860
13	5	10	274	650
3	3	0	367	1500
2	7	0	82	1119
7	1	10	174	1750
4	9	10	142	828
6	1	10	158	1100
3	1	0	51	460
5	3	0	412	768
7	5	10	327	1000
4	4	10	277	85
5	2	10	182	675
3	5	0	157	1062
5	5	0	106	1344
1	3	0	317	1000
4	3	0	369	675
2	3	10	123	950
3	3	10	595	24710
4	3	10	302	850
2	3	0	200	1450
3	1	10	64	3000
4	2	10	220	940
4	3	0	212	13813
4	3	10	256	1750
3	6	10	399	1281
5	1	10	181	2000
2	5	10	131	50
3	3	10	150	1438
4	5	0	140	1636
3	1	10	213	870
9	1	10	96	875
2	3	0	295	2375
1	2	0	196	1529
5	1	10	68	1150
8	5	10	366	2000
4	3	10	115	800
6	0	10	51	1149
3	5	10	360	3750
5	4	0	128	1102
3	4	0	90	1629
3	3	0	123	900
2	5	0	155	1250
9	3	10	40	1750
3	3	10	249	1500
5	5	0	402	1780
3	3	0	185	1545
6	5	10	115	2750
1	3	10	59	1924
4	3	10	120	2000
3	3	10	167	1100
1	3	10	204	1250
4	1	10	50	625
5	6	10	131	906
4	6	10	28	780
6	2	10	757	1750
5	9	10	155	803
4	1	10	89	1050
1	5	10	1866	3750
2	3	10	93	770
3	7	10	256	1448
4	5	10	187	2350
5	1	0	70	1150
7	1	10	159	1250
4	2	10	74	565
3	5	10	211	1048
5	1	10	102	2500
4	5	0	581	23
6	3	10	97	461
2	3	10	237	4605
3	4	10	136	1694
5	4	0	266	1059
1	3	10	106	847
3	6	10	334	1728
1	3	10	151	1413
4	3	0	237	1250
2	6	10	45	966
4	3	10	96	41286
3	3	10	160	1459
2	3	0	166	754
1	5	10	370	1250
6	5	10	264	1500
4	5	10	278	900
4	5	10	194	2750
3	5	10	172	1698
5	4	10	162	884
1	1	0	132	700
5	5	10	131	870
5	6	10	114	2750
3	4	0	108	805
3	3	10	143	2250
3	6	0	171	981
5	1	10	57	768
3	3	10	97	3000
2	3	10	82	275
4	3	10	145	1000
1	3	0	93	946
3	3	10	109	1250
1	3	10	207	929
2	3	0	129	1100
1	3	10	310	3000
4	6	10	27	815
5	5	10	132	1200
7	1	10	183	2750
3	6	0	168	1095
15	6	0	144	1671
3	3	0	225	1503
5	1	10	129	1475
5	5	0	69	1750
4	3	10	265	2900
5	5	10	386	1050
6	5	10	75	1000
5	3	10	140	1295
2	3	10	332	2000
5	4	10	103	1545
5	2	10	83	1050
3	7	10	131	899
2	3	10	264	635
3	2	10	97	1666
3	6	0	209	1951
4	6	10	95	310
6	3	10	92	2
3	2	10	200	1250
4	3	10	62	1145
1	0	0	93	1337
1	4	0	166	1528
3	4	0	160	1608
3	1	0	60	900
5	6	10	196	1367
3	2	10	209	857
3	3	10	82	1070
3	3	0	209	1910
5	1	0	68	563
1	3	10	137	915
2	8	10	191	832
4	8	0	208	1852
2	3	10	45	315
4	3	0	111	1285
1	3	10	27	1250
4	3	10	275	500
3	3	10	74	775
1	3	10	142	1958
5	5	0	90	1967
2	5	10	191	3550
1	6	10	114	1608
3	3	10	59	900
3	5	10	101	1100
3	4	10	184	891
3	4	0	116	1327
1	3	0	183	1130
4	6	0	35	1000
3	3	0	88	650
5	3	10	121	1215
3	6	10	117	1000
5	4	0	115	1666
3	4	0	223	1233
2	6	10	152	1152
7	3	0	112	1500
3	3	10	162	4000
5	7	10	639	1520
5	3	10	165	525
2	8	0	51	1534
3	1	10	96	695
4	3	10	110	3750
4	3	10	181	1500
4	5	0	153	522
3	3	0	231	1889
5	3	10	156	1544
5	1	10	89	3500
3	0	0	132	863
3	3	10	116	900
1	5	10	108	235
5	1	10	152	3000
3	5	10	172	1184
1	3	10	104	95156
7	7	10	59	490
5	2	10	105	1000
3	3	10	127	1750
2	3	10	225	850
6	3	10	90	1000
4	5	0	159	1125
1	3	10	474	1750
4	3	10	49	615
3	2	10	94	675
2	3	10	107	1300
6	3	0	47	1500
2	2	10	142	1888
1	3	0	43	1817
4	3	0	80	3684
2	5	10	158	1500
5	5	10	110	750
1	5	10	104	1096
5	2	10	51	1150
2	1	10	92	1100
4	3	10	203	92087
2	3	10	80	1941
3	4	0	345	1629
4	4	10	71	638
1	4	10	86	1567
2	1	10	59	595
3	3	10	142	2000
6	6	10	231	765
1	5	0	170	1100
1	3	10	117	2000
3	3	10	209	1250
1	1	10	120	900
2	5	0	203	2000
4	3	10	77	1350
5	4	10	147	1652
2	1	10	211	63
4	1	0	62	1666
3	2	0	125	1605
1	5	10	78	1425
5	5	10	39	1175
3	5	0	289	2000
4	5	10	179	1150
1	6	0	76	5250
3	1	10	144	4000
5	5	10	141	1200
2	3	10	319	1250
3	2	10	98	1000
3	7	10	1272 	1236
1	2	0	89	1929
3	5	0	130	1015
5	1	10	169	1150
3	5	10	525	2000
4	5	10	95	830
6	1	10	34	2000
6	4	0	81	2500
5	1	10	83	3250
3	4	10	106	1444
2	5	10	221	1250
6	3	10	149	825
1	6	0	183	1975
5	1	0	133	1242
4	1	0	68	1663
3	1	10	21	795
2	4	10	37	110
5	3	10	64	2250
2	3	0	126	1500
4	3	0	116	1539
3	3	10	160	1100
2	5	10	140	18
6	1	0	79	3675
3	4	10	91	925
5	6	10	28	1250
5	5	10	794	1250
10	1	10	41	900
2	3	10	909	1350
3	6	0	47	2900
4	1	0	156	1750
3	3	10	54	1350
1	3	10	87	1170
5	4	0	150	1038
4	3	10	204	23
2	5	10	33	69065
2	6	10	23	1974
4	3	0	77	1172
5	4	10	166	1509
5	5	10	181	1281
6	6	10	84	750
5	1	10	72	1225
3	1	10	123	4000
3	6	10	172	1260
3	8	0	30	425
5	1	10	78	845
5	1	10	61	122783
5	1	0	91	956
2	3	10	193	614
5	3	10	38	545
4	4	0	170	32
7	6	0	71	2250
3	3	10	222	3684
5	5	0	27	490
3	3	10	59	1362
4	1	10	111	900
1	3	0	242	2755
6	7	10	165	1184
5	5	0	98	1162
5	6	0	155	1707
6	2	0	38	600
2	1	10	153	1750
5	4	10	41	1484
4	0	10	41	1167
3	6	0	42	2149
3	3	0	236	2000
6	3	10	232	1100
4	8	0	83	1867
2	3	10	150	1250
4	1	10	60	925
1	3	10	62	1190
3	5	0	99	3500
4	1	0	38	2350
2	1	10	170	1250
4	4	0	99	1234
3	5	10	69	50
2	5	10	57	23022
3	3	0	99	1324
2	2	0	30	300
5	5	0	479	65075
4	3	10	104	1250
5	1	10	72	1150
3	3	10	69	900
2	7	10	66	1250
1	3	10	296	35676
6	1	10	120	1515
5	4	10	303	800
1	3	10	82	1444
1	4	10	102	1827
5	3	0	120	1320
4	4	10	69	2500
5	4	0	172	1577
3	6	0	115	1134
3	6	0	97	1163
1	4	0	65	1399
3	4	10	107	1299
1	3	10	183	1582
1	3	0	187	1711
5	4	10	91	1914
5	3	10	84	750
4	5	10	97	485
3	6	10	203	1206
1	6	10	339	1621
2	5	10	39	1750
1	4	10	84	932
3	3	0	93	2750
1	4	10	73	891
5	7	10	53	1220
5	5	10	75	2258
4	4	10	60	660
4	5	0	141	960
4	4	10	28	475
7	5	10	168	2750
3	3	10	98	2800
5	3	0	127	1770
5	1	10	190	845
1	2	10	83	1189
7	3	10	214	3684
1	3	0	182	902
1	5	10	95	1250
3	3	10	157	1000
4	2	10	193	1147
2	7	10	136	1217
3	3	10	114	1050
1	5	0	234	1620
2	3	10	96	2000
2	5	10	192	2000
5	6	0	180	3837
5	3	10	78	600
1	5	10	102	2000
2	6	10	86	7000
1	5	10	69	1351
4	2	0	52	76739
3	5	10	61	1872
1	1	0	158	1500
2	5	0	44	1113
2	1	10	38	620
4	3	10	238	2090
3	4	10	22	330
3	3	10	70	1100
3	3	10	106	900
2	4	10	29	2750
4	1	0	101	750
6	3	10	132	1100
5	5	0	128	1177
6	4	10	74	1225
6	7	10	41	1840
3	3	10	74	535
2	1	0	50	2000
2	6	10	137	1120
1	4	10	92	1944
4	1	10	24	1000
2	4	0	81	1608
4	3	10	149	825
3	1	10	143	2600
4	1	10	160	1250
4	1	10	32	1980
1	5	10	95	1850
4	6	0	147	1495
6	5	10	139	950
4	3	10	22	720
5	7	10	389	725
5	7	0	34	1236
5	5	10	89	2000
8	3	10	122	522
5	1	10	57	1200
1	4	0	18	2000
1	1	0	133	1000
2	3	10	39	1225
3	1	10	89	535
2	4	0	105	2000
3	3	0	72	3000
5	7	0	54	1850
3	5	10	48	2250
4	2	10	58	2000
1	7	10	32	1300
3	3	10	50	1200
6	6	0	53	31003
5	1	0	89	1250
1	4	10	144	1129
5	2	10	236	750
3	3	0	147	1000
1	3	0	43	1857
3	2	10	141	2026
1	6	10	163	1732
1	4	10	122	897
5	1	10	61	520
5	3	10	70	800
6	6	0	80	438
2	3	0	107	2500
2	3	10	32	2500
2	5	10	281	1100
5	6	10	40	1589
2	9	10	44	1252
1	1	10	91	3000
2	5	0	105	1100
4	1	10	59	1250
3	1	10	243	750
3	1	10	109	55
6	1	10	22	2250
3	3	0	703	1768
6	1	10	38	1250
5	3	0	63	850
6	1	10	54	7550
3	7	0	256	1785
1	3	10	203	1100
3	5	0	201	1025
1	1	10	132	1000
2	1	10	180	1750
3	5	10	85	1890
5	5	10	196	2500
1	4	10	181	1618
2	3	10	69	1013
5	1	0	80	1500
9	1	0	53	1281
5	1	10	101	33
1	5	0	164	1478
2	3	0	62	1615
3	5	10	483	1741
3	3	10	92	1025
1	6	0	64	1239
3	6	10	82	926
1	1	0	40	275
3	3	10	137	1100
1	3	10	103	1206
4	7	10	158	45
1	3	0	40	1990
4	0	0	53	1668
3	4	10	30	240
4	1	10	66	3750
2	6	10	69	1671
6	5	10	96	1250
7	6	0	119	1075
2	3	10	48	1391
5	4	0	58	940
5	1	10	67	1925
3	4	10	204	1486
3	4	0	142	985
3	3	10	36	4325
3	3	0	36	4650
1	1	10	23	715
2	6	0	104	1244
4	1	10	100	30
3	2	10	48	670
4	5	10	67	1100
6	3	10	55	2000
6	1	10	168	2000
5	6	0	122	1812
5	3	0	75	1349
3	4	0	89	1210
4	8	10	49	1025
6	6	10	56	1000
1	6	10	140	1832
1	2	0	54	1946
5	6	10	29	780
9	6	0	190	1047
4	3	10	171	1075
3	8	0	33	1678
6	1	10	76	1500
4	1	10	49	665
3	3	10	132	1500
1	1	0	40	275
6	6	10	84	1110
2	5	10	53	1809
2	2	0	89	1426
1	4	0	263	1925
4	1	10	81	55
3	2	10	20	199521
1	7	0	80	1842
4	5	10	88	1500
2	2	10	15	1605
3	6	0	33	1136
2	3	0	35	1850
5	5	10	69	46044
3	4	0	124	55252
4	5	10	74	615
8	5	10	71	2000
3	3	10	71	1832
7	1	10	103	1750
3	5	10	135	2050
2	1	10	102	5750
5	4	10	111	1375
2	8	0	56	816
3	3	0	150	300
4	6	10	192	1000
4	3	0	88	1000
3	3	10	188	1996
5	6	10	78	790
4	1	0	100	2500
5	4	10	66	1600
3	4	10	67	1088
3	2	0	132	1748
3	3	10	68	5750
3	2	10	43	305
3	4	10	142	1742
3	3	10	45	750
1	5	10	18	921
4	1	10	38	575
4	1	10	94	600
3	3	10	101	1000
5	4	0	115	1147
2	1	10	58	2000
7	1	10	24	2150
3	2	0	113	1435
5	6	0	151	1000
1	1	10	128	750
3	5	10	94	2590
5	3	10	37	1350
7	2	0	84	520
3	3	10	86	1461
1	3	10	42	1863
7	3	0	150	4605
6	3	10	115	750
5	4	0	22	2000
3	3	10	161	1174
2	4	0	46	905
1	3	10	42	1905
1	4	0	139	1614
4	1	0	79	1000
2	3	10	156	1000
8	1	10	110	650
1	3	0	87	1706
5	1	10	199	850
6	3	0	25	4000
3	5	10	68	1750
7	1	10	215	1750
2	2	10	84	840
4	3	10	82	400
1	3	10	43	3750
2	3	10	57	1750
6	1	10	105	1352
3	4	10	73	1879
1	3	0	20	400
5	3	10	93	3750
3	3	10	109	1022
2	1	10	67	1750
3	2	10	21	11250
8	3	0	209	800
2	3	10	222	1000
1	1	0	177	994
4	7	10	70	76739
4	5	10	98	350
3	6	0	128	1760
4	1	0	42	695
4	1	10	131	1750
5	5	10	323	1353
4	1	0	52	1469
5	3	10	69	920
1	3	0	109	1555
1	7	10	33	630
3	1	10	44	1
4	3	0	59	1500
6	1	0	57	1250
1	3	10	75	122783
2	1	10	50	1000
2	3	0	79	1391
4	5	0	97	1000
3	5	0	264	850
16	5	0	112	1359
3	3	0	143	46043
5	1	0	32	1050
1	5	0	103	1813
1	3	0	41	1943
8	3	10	18	1945
3	2	10	113	1750
2	3	10	32	550
3	3	0	116	870
1	5	10	26	700
1	3	10	78	971
5	4	10	58	1275
1	5	0	41	1000
2	7	0	100	1779
3	4	0	66	1008
5	4	10	94	1750
4	6	0	68	1724
2	3	10	238	1270
3	3	0	39	1437
6	2	10	30	775
4	1	10	176	600
1	2	0	51	1382
4	5	10	140	2000
7	1	10	146	32231
4	1	0	87	1150
6	4	10	22	700
2	3	10	85	1250
1	3	0	49	1195
3	3	10	361	1150
1	7	0	160	1532
1	1	0	83	675
1	2	0	64	1009
2	3	0	122	614
5	3	0	32	700
11	2	10	19	1000
1	1	0	50	833
1	4	0	30	958
3	3	10	37	2000
2	21	10	81	1873
3	1	0	107	23
6	1	10	47	1100
2	7	0	109	1150
3	1	10	42	1750
5	6	10	37	1000
3	5	10	113	3000
1	6	0	21	450
3	7	0	161	876
3	3	10	30	335
6	1	10	29	1000
2	4	0	90	1028
3	5	0	410	1836
6	1	10	60	33
3	3	10	96	1645
2	2	10	14	750
1	1	10	43	4960
3	5	10	76	2000
7	5	0	27	856
4	3	10	15	2500
4	4	0	46	851
4	1	0	141	3000
3	3	10	60	1150
3	5	0	91	1709
1	5	0	85	1542
1	4	0	36	1070
5	4	10	12	1195
4	6	10	20	1750
2	5	0	34	1530
5	3	10	14	7500
5	5	10	44	70600
5	1	10	53	930
4	1	10	30	3530
4	1	10	27	490
3	1	10	35	2000
2	7	10	22	475
5	5	0	57	1380
1	2	10	42	1145
2	2	0	33	1863
4	1	10	46	650
5	4	10	59	1987
1	1	10	37	405
2	1	10	54	2919
1	3	0	43	1645
5	1	10	91	650
2	6	10	26	390
4	2	10	19	1500
4	6	0	113	650
1	3	0	102	1263
1	2	10	30	840
2	3	0	35	750
4	4	0	58	750
1	5	10	112	2000
7	7	10	43	1887
3	6	10	121	1534
3	2	10	65	1175
8	1	10	102	525
4	5	10	110	3250
3	0	0	91	1406
1	4	0	59	1244
4	3	10	54	475
5	6	10	16	1110
2	5	10	254	1375
6	2	0	26	1849
5	8	0	87	941
3	3	10	32	3100
4	3	10	157	1175
2	2	10	131	1028
3	4	10	143	1429
4	2	10	50	1150
1	1	0	45	650
3	2	10	87	1773
2	5	10	76	1500
3	4	10	38	1263
6	6	0	126	1135
4	2	10	16	1750
8	4	10	133	1250
2	6	10	18	1000
3	4	10	27	1158
3	3	0	79	1225
3	6	10	41	1050
7	6	0	28	1101
5	2	10	131	985
